URLs Downloaded, size, # of outlinks found, content-type
http://www.bostonglobe.com/arts/music/2017/09/19/emerging-indie-artist-sidney-gish-juggling-classes-and-her-career/eKZ2b5HITBMR1BzL59puVL/story.html,51116,99,text/html
http://www.bostonglobe.com/newsletters?p1=BGFooter_Newsletters,33935,93,text/html
http://www.bostonglobe.com/arts/2017/09/21/falltv/YDPEAthE7pBbVpEROm78XP/story.html?p1=Article_Related_BigArticle_inline,96778,61,text/html
https://www.bostonglobe.com/lifestyle/2017/09/22/molly-pidgeon-and-charlestown-renovation-coming-hgtv/WqFbZO1IH1ZXDT1cAMox6L/amp.html,26016,19,text/html
http://www.bostonglobe.com/?p1=BGHeader_BigArticle,114627,323,text/html
http://www.bostonglobe.com/metro/regionals/west,67948,177,text/html
http://www.bostonglobe.com/staff/smee?p1=BGHeader_MainNav_more,41445,106,text/html
http://www.bostonglobe.com/business,98272,207,text/html
http://www.bostonglobe.com/metro/2017/09/25/are-you-talking-about-nfl-today-then-trump-winning/yGTUGl9Y93ePrwHft0yGsJ/story.html,47117,99,text/html
http://www.bostonglobe.com/magazine/2017/09/05/charlie-baker-should-help-reclaim-gop-leave/KMTjrPu1C2UzvUJ2NVL0bP/story.html,51542,98,text/html
http://www.bostonglobe.com/arts/specials/fall-arts/2017/09/08/the-best-jazz-concerts-boston-area-this-fall/SGYWMiJi5pRgKbPLxsZZkO/story.html,96606,72,text/html
http://www.bostonglobe.com/magazine/2017/08/24/waltham-shin-lim-could-biggest-name-magic-since-david-blaine/JFRlJZyvuWp24gQj18tLBM/story.html,65012,99,text/html
http://www.bostonglobe.com/magazine/2017/04/09,72010,201,text/html
http://www.bostonglobe.com/arts/music/2017/09/11/far-cry-superb-recalling-era-violinist-composer/OsrYODS1jDA1ZjjZhtbmuK/story.html,48443,98,text/html
https://www.bostonglobe.com/arts/music,103101,230,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/22/BostonGlobe.com/Foreign/Images/878a53b305d841d6bb6e332e1749d359-878a53b305d841d6bb6e332e1749d359-0.r.jpg,37152,0,image/jpeg
http://www.bostonglobe.com/business/2017/07/06/the-fine-print-consumer-advocate/3XRR5jgdbnd1Ht2f1iE7rM/story.html,41465,95,text/html
http://www.bostonglobe.com/news/science/2017/09/22/how-well-did-you-keep-with-week-health-news-take-our-quiz/oTBxhWwwX4oV0mm16EUnnK/story.html,41910,97,text/html
http://www.bostonglobe.com/?p1=BGHeader_Logo,114627,322,text/html
http://www.bostonglobe.com/sports/patriots/2017/09/24/this-day-that-brandin-cooks-became-true-patriot/OINgkJ0WbPnbuHGNJURJgP/story.html,7484,24,text/html
http://www.bostonglobe.com/arts/music/2017/09/14/artisanal-chamber-music-two-decades-strong/iEcL9JxsEiyCvbm8t0IpGO/story.html,53220,98,text/html
http://www.bostonglobe.com/opinion/2017/09/22/one-battle-war-sexes/iMb9QocExer9WJEtHrHPKI/story.html,52390,109,text/html
http://www.bostonglobe.com/arts/music/2017/09/08/the-best-concerts-coming-boston-this-fall/MjGPHtOLKnXCjNugXKsAlI/story.html,95118,71,text/html
http://www.bostonglobe.com/magazine/2017/09/22/blind-date-had-fun-shirt-and-impeccable-side-part/G2ZiS0sv6DbAU8qMZsWbZJ/story.html,49074,99,text/html
http://www.bostonglobe.com/metro/2017/09/25/mother-man-found-dead-billerica-wants-justice/8BGexpNbnhHPCE5zfhgkaN/story.html,47578,98,text/html
http://www.bostonglobe.com/arts/music/2017/09/16/garden-arcade-fire-make-big/2C0aXBypoFvz4ClKCw85bP/story.html,49800,101,text/html
http://www.bostonglobe.com/arts/specials/fall-arts/2017/09/08/odyssey-opera-warms-for-joan-arc-themed-season/0dJL9hlapiCnCaOakHTXdO/story.html,89740,64,text/html
http://www.bostonglobe.com/arts/theater/dance?p1=BGHeader_MainNav,96138,199,text/html
http://www.bostonglobe.com/arts/theater/dance,96138,200,text/html
http://www.bostonglobe.com/rw/SysConfig/WebPortal/BostonGlobe/Framework/bg-images/png/favicon/apple-touch-icon-180x180.png,3165,0,image/png
http://www.bostonglobe.com/lifestyle/crossword?p1=BGMenu_Subnav,79023,89,text/html
http://www.bostonglobe.com/metro/obituaries?p1=BGMenu_Subnav,85867,180,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/25/BostonGlobe.com/National/Images/DKlJzVnXoAEu2Pt.r.jpg,13921,0,image/jpeg
http://www.bostonglobe.com/arts/specials/fall-arts/2017/09/07/fall-arts-preview-family-picks/kVTkDLxTp0sdgMVOglkG2M/story.html,97001,78,text/html
http://www.bostonglobe.com/arts/2017/09/14/the-weekender-artists-martyrs-and-envelopes/icWkkyAWc53hTge6TzMicJ/story.html,57784,124,text/html
http://www.bostonglobe.com/arts/specials/fall-arts/2017/09/08/the-stories-radney-foster-could-tell-and-does/MXclPn8yoJKseXf4VSExEK/story.html,87452,61,text/html
http://www.bostonglobe.com/magazine/2017/09/08/blind-date-she-reminded-audrey-tautou-movie-amelie/QP3ldyQUvwFXbHjg06vi8H/story.html,49081,98,text/html
http://www.bostonglobe.com/arts/music/2017/09/21/the-funny-thing-robbie-fulks-can-serious-too/8p9olHvpYNWCD0rDw5o3OP/story.html,50218,97,text/html
http://www.bostonglobe.com/sports,115907,292,text/html
http://www.bostonglobe.com/metro/2017/09/22/long-ties-bind-two-boston-leaders-battered-caribbean/Uz23a5wXqGefEIHbMttLhO/story.html,52446,98,text/html
http://www.bostonglobe.com/arts?p1=BGMenu,94096,216,text/html
http://www.bostonglobe.com/arts/television,97490,195,text/html
http://www.bostonglobe.com/?p1=BGHeader_SectionTitle,114627,322,text/html
http://www.bostonglobe.com/arts,94096,217,text/html
http://www.bostonglobe.com/magazine/2017/08/25/how-you-deal-with-people-aggressively-seeking-donations-for-charity/j59xwpuAgkPJTpO3NmXoNO/story.html,45042,97,text/html
http://www.bostonglobe.com/arts/movies?p1=BGHeader_MainNav,101109,203,text/html
http://www.bostonglobe.com/metro/2017/09/16/rally-support-daca-planned-boston-early-saturday-afternoon/gTKqlNl1J7NjV98SCsH11K/story.html,50913,97,text/html
http://www.bostonglobe.com/arts/television?p1=BGHeader_MainNav,97490,194,text/html
http://www.bostonglobe.com/metro/2017/09/25/new-bedford-fishing-magnate-sentenced-months-for-skirting-regulations/6ydnEQUDLspwqXFQRbpKON/story.html,53820,104,text/html
http://www.bostonglobe.com/rw/SysConfig/WebPortal/BostonGlobe/Framework/bg-images/png/favicon/apple-touch-icon-114x114.png,1999,0,image/png
http://www.bostonglobe.com/news/politics,63475,153,text/html
http://www.bostonglobe.com/opinion/2017/09/24/harvard-business-school-earns-incomplete-ethics/uW69hWiqgYCmrKiwYLVGRP/story.html,53012,99,text/html
http://www.bostonglobe.com/arts/art,94129,201,text/html
http://www.bostonglobe.com/?p1=BGMenu_Logo,114627,322,text/html
http://www.bostonglobe.com/arts/specials/fall-arts/2017/09/07/all-star-outpouring-for-fred-taylor/kbiOtto2DVZtPF19ClilMI/story.html,89212,62,text/html
http://www.bostonglobe.com/rf/image_90x90/Boston/2011-2020/2017/09/14/BostonGlobe.com/Arts/Images/Boldin-1.tif,2672,0,image/jpeg
http://www.bostonglobe.com/magazine/2017/09/25/still-waiting-get-call-from-red-sox/kXDSIPCA1ArvgccKiOGVUP/story.html,49806,98,text/html
http://www.bostonglobe.com/arts/music/2017/09/13/reggaeton-superstar-balvin-top-world/INf9uskMTn9QKMjy9Up8qO/story.html,51335,99,text/html
http://www.bostonglobe.com/news/nation,62127,162,text/html
http://www.bostonglobe.com/news/politics/2017/09/24/steven-mnuchin-says-professional-athletes-can-free-speech-their-own-time/UFGg7q6kxTLu1WCiloqZIL/story.html,45213,95,text/html
http://www.bostonglobe.com/termsofpurchase?p1=BGFooter,42261,88,text/html
http://www.bostonglobe.com/news/politics/2017/09/25/anthony-weiner-sentenced-months-sexting-case/IjqhnExKUZekZk71f6X8kN/story.html,49982,95,text/html
http://www.bostonglobe.com/metro/2017/09/23/seattlegrowth/WgwzzDLEiR2DM9bLYWwIUP/story.html,57409,101,text/html
http://www.bostonglobe.com/news/nation/2017/09/25/supreme-court-cancels-hearing-trump-travel-ban-targeted-nations-criticize-policy/wPGxVXeiq9TpYc55BJMF2O/story.html,48438,96,text/html
http://www.bostonglobe.com/arts/music/2017/09/12/the-neon-bright-world-tarriona-tank-ball/qgWqh59sq7Aw9oQ1NFojiK/story.html,48998,99,text/html
http://www.bostonglobe.com/arts/music/2017/09/20/free-concert-celebrates-program-that-gives-young-bands-all-ages-audience/O2nwD9f0mJ1D3db2ioFMII/story.html,47465,97,text/html
http://www.bostonglobe.com/arts/music/2017/09/08/lady-gaga-says-she-taking-rest-from-music/4zR0sIYKHGqu8upXu5l3KK/story.html,44521,95,text/html
http://www.bostonglobe.com/magazine/2017/01/31/trump-anti-immigration-playbook-was-written-years-ago-boston/X2yHdFZfqB7ULoc2uQVWAN/story.html,43405,96,text/html
http://www.bostonglobe.com/magazine/2017/09/22/five-things-sept-oct/8FvOr7cVJd0YNwB6tguFhP/story.html,47218,102,text/html
http://www.bostonglobe.com/metro/spotlight,129435,274,text/html
http://www.bostonglobe.com/business/2017/09/25/uber-ceo-apologizes-users-for-company-mistakes/srnKDSoPcrLHXfwjWmvCsL/story.html,48531,96,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/25/BostonGlobe.com/Politics/Images/fd30574e-3508-4af8-95cb-97656490c2ae.r.jpg,18099,0,image/jpeg
http://www.bostonglobe.com/metro/2017/09/25/south-sudanese-man-charged-with-assaulting-deportation-officer/49bXgVLT3gkyG3KIy3L0mJ/story.html,43995,95,text/html
http://www.bostonglobe.com/opinion?p1=BGHeader_MainNav,65707,159,text/html
http://www.bostonglobe.com/staff/gilbert?p1=BGHeader_MainNav_more,40649,106,text/html
http://www.bostonglobe.com/arts/specials/fall-arts/2017/09/07/kickoff-for-fun-gridiron-glory-exhibit/mgOvrFbtgG3ZVTNqd5mayL/story.html,89090,62,text/html
http://www.bostonglobe.com/arts/music/2017/09/20/war-drugs-adam-granduciel-sweats-every-detail-pursuit-perfection/Ul3jUYasSWOoblcy8D790K/story.html,52165,97,text/html
http://www.bostonglobe.com/img/masthead/newspaper.png,82008,0,image/png
http://www.bostonglobe.com/news/science/2017/09/22/military-medics-corpsmen-could-help-fill-shortage-primary-care-providers/0b6xhzzUIZ82BRY2ATjdIN/story.html,43083,94,text/html
http://www.bostonglobe.com/magazine/2017/08/23/advice-late-dad-girlfriend-wants-take-care-her-she-ages/Vk7JlkaKiRQBjKT9VYgIXN/story.html,46810,97,text/html
http://www.bostonglobe.com/rw/SysConfig/WebPortal/BostonGlobe/Framework/bg-images/png/favicon/favicon-96x96.png,2610,0,image/png
http://www.bostonglobe.com/opinion/2017/09/23/facebook-needs-more-human-eyeballs/kxrkwseONKt45ptPGTWdvO/story.html,55688,115,text/html
http://www.bostonglobe.com/opinion/2017/09/25/the-ineffable-character-john-mccain/S2HQzbxnknxuRnc5mFWByM/story.html,55538,102,text/html
http://www.bostonglobe.com/magazine/2017/08/20,77742,205,text/html
http://www.bostonglobe.com/sports/redsox,7853,23,text/html
http://www.bostonglobe.com/opinion/2017/09/23/new-bedford-hurricane-lesson-for-boston/MTkZIroCQme6FamhrYgF5L/story.html,51724,107,text/html
http://www.bostonglobe.com/arts/specials/fall-arts/2017/09/07/getting-geodesic-with-hubweek/KqQW5lHT3JkvvkTxTvWljM/story.html,88133,65,text/html
http://www.bostonglobe.com/arts/specials/fall-arts/2017/09/07/fall-arts-preview-dance-picks/yW8ubABGgviTA377RzLUyK/story.html,93633,74,text/html
http://www.bostonglobe.com/rw/Boston/2011-2020/WebGraphics/Sports/BostonGlobe.com/2015/03/09alexnewsletter/img/sports.jpg,24307,0,image/jpeg
http://www.bostonglobe.com/sports/celtics,7831,23,text/html
http://www.bostonglobe.com/magazine/2017/08/18/recipes-potato-salads-light-minus-mayo/8Yb2KpYNZYi2WSHwk2qwDN/story.html,55736,98,text/html
http://www.bostonglobe.com/business?p1=BGMenu,98272,206,text/html
http://www.bostonglobe.com/sports/patriots/2017/09/25/tom-brady-calls-president-trump-comments-divisive/ELLVe09la4to2uWepd3KSJ/story.html,7795,24,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/15/BostonGlobe.com/Magazine/Images/perspect0924mag.r.jpg,14288,0,image/jpeg
http://www.bostonglobe.com/sports/bruins,7770,23,text/html
http://www.bostonglobe.com/metro/2017/09/24/local-football-fans-question-games-venues-for-political-protests/ewfh2EhI6ghDS6cUxGqbnM/story.html,52798,99,text/html
http://www.bostonglobe.com/staff/eichlerj?p1=BGHeader_MainNav_more,41970,105,text/html
http://www.bostonglobe.com/arts/music/2017/09/21/with-bso-symphony-white-birds-and-revolution/OazZ3EfxD8BMKreWmRl7cL/story.html,51878,99,text/html
http://www.bostonglobe.com/sports/redsox/2017/09/21/teammates-were-happy-celebrate-chris-sale-milestone/SSMC2lL39VN1P3W6qVDZ6N/story.html,8111,24,text/html
http://www.bostonglobe.com/magazine/2017/06/11,82687,218,text/html
http://www.bostonglobe.com/magazine/2017/08/13,74322,200,text/html
http://www.bostonglobe.com/magazine/2017/01/24/where-eat-and-what-order-boston-north-end/UjymFdw3Dkn3CvFMwYvA7K/story.html,64121,130,text/html
http://www.bostonglobe.com/news/world/2017/09/25/north-korea-says-has-right-shoot-down-warplanes/aM2dS2qjlKL2ID5695SltK/story.html,51699,95,text/html
http://www.bostonglobe.com/magazine/2016/12/08/remaking-tsa/m55bCkdEVnpJXQGcyNjMTL/story.html,112734,120,text/html
http://www.bostonglobe.com/sports/patriots/2017/09/24/fans-gillette-stadium-reacted-players-protest/QlrYUd3eWyxOdIKqGYfQzM/story.html,7807,24,text/html
http://www.bostonglobe.com/metro/obituaries/2017/09/08/don-williams-singer-who-had-country-hits/Oe71MBDgAiIgtWkiNlb0bI/story.html,47157,96,text/html
http://www.bostonglobe.com/news/bigpicture?p1=BGMenu_Subnav,340172,544,text/html
http://www.bostonglobe.com/arts/music?p1=BGHeader_MainNav,103082,229,text/html
http://www.bostonglobe.com/metro/obituaries/2017/09/08/country-star-troy-gentry-dies-helicopter-crash/i6ewNCpGlGHSytwjbGYYrK/story.html,47339,96,text/html
http://www.bostonglobe.com/sports/college-football/scoreboard,49505,96,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/15/BostonGlobe.com/Magazine/Images/opener0924fash.r.jpg,22342,0,image/jpeg
http://www.bostonglobe.com/metro/2017/09/25/nathan-carman-made-suspicious-fixes-boat-before-sank-with-mother-board-attorneys-say/UVCMipyezoLtTDC3fs6aEN/story.html,50308,99,text/html
http://www.bostonglobe.com/magazine/2017/08/25/blind-date-kept-delaying-our-order-while-plotting-what-eat/vYxtBLn2g3r7xPJrkJyl8L/story.html,48776,98,text/html
http://www.bostonglobe.com/sports/schools/sport/girls-soccer,50485,96,text/html
http://www.bostonglobe.com/magazine/2017/09/14/six-prettiest-new-england-towns-for-leaf-peeping/KCpX5nOB7lkYwrFttOWScI/story.html,68898,111,text/html
http://www.bostonglobe.com/magazine/2017/09/22/recipes-fire-grill-one-more-time-for-jerk-chicken/E3ozptbHGouedN3pFpO9zH/story.html,54370,98,text/html
http://www.bostonglobe.com/arts/specials/fall-arts/2017/09/08/fall-arts-preview-album-picks/4zJqRcgEudxrGUcmJ4ymOO/story.html,95526,65,text/html
http://www.bostonglobe.com/staff/aucoin?p1=BGHeader_MainNav_more,42313,105,text/html
http://www.bostonglobe.com/sports/patriots/2017/09/23/not-playing-tackle-football-until-high-school-didn-hurt-tom-brady/MPMID0vbavZroAxuXBsBEK/story.html,8372,24,text/html
http://www.bostonglobe.com/magazine/2017/06/04,74176,201,text/html
http://www.bostonglobe.com/arts/music/2017/09/18/linkin-park-releases-new-chester-bennington-heavy-music-video/0TyFqWn7DRy7SrDw0piZkL/story.html,45031,98,text/html
http://www.bostonglobe.com/rw/Boston/2011-2020/WebGraphics/Sports/BostonGlobe.com/2016/01/20moresports/90globieslogo.jpg,19684,0,image/jpeg
http://www.bostonglobe.com/magazine/2017/08/27,74315,199,text/html
http://www.bostonglobe.com/staff/gasper?p1=BGHeader_MainNav_more,42605,105,text/html
http://www.bostonglobe.com/arts/music/2017/09/18/radiant-performance-launches-odyssey-opera-joan-arc-season/W06bLZ143X4YKM1qh5OZcI/story.html,49522,98,text/html
http://www.bostonglobe.com/magazine/2016/05/18/hopes-dreams-debt/fR60cKakwUlGok0jTlONTN/story.html,137152,146,text/html
http://www.bostonglobe.com/magazine/2017/09/22/comfy-sneakers-you-can-wear-office-check-these-out-men/sDMX7Y41OQDfu5vrjKgmyH/story.html,48893,103,text/html
http://www.bostonglobe.com/lifestyle/names/2017/09/19/look-back-some-rolling-stone-most-iconic-covers/G8CFueq1HJMggDyPf654uJ/story.html,51277,106,text/html
http://www.bostonglobe.com/arts/2017/09/14/the-ticket-what-happening-arts-world/iE2akOK0flZUFfN8GjrobO/story.html,64438,134,text/html
http://www.bostonglobe.com/staff/shaughnessy?p1=BGHeader_MainNav_more,41624,105,text/html
http://www.bostonglobe.com/metro/2017/09/25/you-want-get-your-pumpkin-spice-latte-ice-next-few-days/yEETvQne9xQrtlA5jcizwO/story.html,50995,104,text/html
http://www.bostonglobe.com/arts/books/2017/09/21/rock-star-patti-smith-devotes-herself-writing/2c8GnFwQswpnGFkbfLKeIN/story.html,52478,106,text/html
http://www.bostonglobe.com/magazine/2017/05/21,73643,201,text/html
http://www.bostonglobe.com/magazine/2017/08/06,71993,199,text/html
http://www.bostonglobe.com/news/bigpicture/2017/09/20/deadly-earthquake-hits-mexico-city/ywz6ww57s0mfWS3IzKsCKP/story.html,110823,245,text/html
http://www.bostonglobe.com/arts/music/2017/09/08/the-best-world-music-concerts-boston-this-fall/ElxvJ7qCdIf3eF4YpyuH2K/story.html,92044,69,text/html
http://www.bostonglobe.com/rw/SysConfig/WebPortal/BostonGlobe/Framework/bg-images/png/favicon/apple-touch-icon-120x120.png,2088,0,image/png
http://www.bostonglobe.com/sports/colleges,93901,205,text/html
http://www.bostonglobe.com/arts/music/2017/09/21/the-hippie-roger-waters-side-has-his-own-squad-too/mu1GKqL3k2bYTHOut3xwnO/story.html,51167,97,text/html
http://www.bostonglobe.com/metro?p1=BGMenu,134089,204,text/html
http://www.bostonglobe.com/sports/colleges/2017/09/23/umass-falls-just-short-upset-tennessee/usmKpxaTriSivtgHGVZAyN/story.html,54281,96,text/html
http://www.bostonglobe.com/sports/high-schools,110673,338,text/html
http://www.bostonglobe.com/magazine/2017/07/30,74840,205,text/html
http://www.bostonglobe.com/magazine/2017/09/22/advice-what-wrong-with-wanting-called-professor/WedKR0ExIUHrret0YQyDzH/story.html,44460,97,text/html
http://www.bostonglobe.com/sports/nhl/standings,47282,96,text/html
http://www.bostonglobe.com/news/bigpicture,340172,545,text/html
http://www.bostonglobe.com/arts/specials/fall-arts/2017/09/07/fall-arts-preview-classical-picks/mUcdP08ITeA5dVesIzQXGM/story.html,95752,89,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/24/BostonGlobe.com/ReceivedContent/Images/Davis25.r.jpg,33221,0,image/jpeg
http://www.bostonglobe.com/magazine/2017/09/21/advice-son-disrespected-his-wedding/iSMCzEvvyWLN7tNewqM4fL/story.html,46472,98,text/html
http://www.bostonglobe.com/staff/burr?p1=BGHeader_MainNav_more,41938,105,text/html
http://www.bostonglobe.com/news/politics/2017/09/25/this-isn-about-president-being-against-something-spokeswoman-says/QxbPNj8krL7UkczqRTHiNK/story.html,46276,99,text/html
http://www.bostonglobe.com/arts/2017/09/21/billie-jean-his-lover-onscreen/wBg0yTETq35n3sKPpKuzPO/story.html,49510,97,text/html
http://www.bostonglobe.com/sports/schools/sport/girls-volleyball,50605,96,text/html
http://www.bostonglobe.com/lifestyle/crossword,78077,91,text/html
http://www.bostonglobe.com/magazine/2016/11/17/top-places-work/rapIxvmG0hJmKxAIoMnj0N/story.html,41875,96,text/html
http://www.bostonglobe.com/metro/2017/09/25/newton-drones-can-fly-low-federal-judge-says/C0olafcDygyupZHE1TmiJN/story.html,48261,97,text/html
http://www.bostonglobe.com/arts/music/2017/09/20/from-piano-triumph-orchestral-eloquence-three-standout-albums/OQkc7KIfBXFdqoZN5rnP5L/story.html,50466,97,text/html
http://www.bostonglobe.com/magazine/2014/04/01/blind-date-pick-tab/apfWdsuTCfKO6iuUnZRJDK/story.html,43211,97,text/html
http://www.bostonglobe.com/sports/patriots/2017/09/18/not-all-patriots-problems-were-solved-against-saints/gJIGLXWA4slUd4JpoRI53L/story.html,8226,24,text/html
